gene	rank	delta_connectivity	tumor_connectivity	normal_connectivity	gene_type	description	cancer_relevance
ENSG00000119138.4|KLF9	58	1237.266077	2818.632612	1581.366535	unknown	The protein encoded by this gene is a transcription factor that binds to GC box elements located in the promoter. Binding of the encoded protein to a single GC box inhibits mRNA expression while binding to tandemly repeated GC box elements activates transcription. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000108788.12|MLX	59	1174.020015	2705.539343	1531.519329	unknown	The product of this gene belongs to the family of basic helix-loop-helix leucine zipper (bHLH-Zip) transcription factors. These factors form heterodimers with Mad proteins and play a role in proliferation, determination and differentiation. This gene product may act to diversify Mad family function by its restricted association with a subset of the Mad family of transcriptional repressors, namely, Mad1 and Mad4. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000181852.18|RNF41	60	1170.315028	3639.696597	2469.381569	unknown	This gene encodes an E3 ubiquitin ligase. The encoded protein plays a role in type 1 cytokine receptor signaling by controlling the balance between JAK2-associated cytokine receptor degradation and ectodomain shedding. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2011].	non_cancer
ENSG00000174233.11|ADCY6	61	1134.378681	3503.527430	2369.148749	unknown	This gene encodes a member of the adenylyl cyclase family of proteins, which are required for the synthesis of cyclic AMP. All members of this family have an intracellular N-terminus, a tandem repeat of six transmembrane domains separated by a cytoplasmic loop, and a C-terminal cytoplasmic domain. The two cytoplasmic regions bind ATP and form the catalytic core of the protein. Adenylyl cyclases are important effectors of transmembrane signaling pathways and are regulated by the activity of G protein coupled receptor signaling. This protein belongs to a small subclass of adenylyl cyclase proteins that are functionally related and are inhibited by protein kinase A, calcium ions and nitric oxide. A mutation in this gene is associated with arthrogryposis multiplex congenita. [provided by RefSeq, May 2015].	non_cancer
ENSG00000007237.19|GAS7	62	1118.216584	3044.627792	1926.411209	unknown	Growth arrest-specific 7 is expressed primarily in terminally differentiated brain cells and predominantly in mature cerebellar Purkinje neurons. GAS7 plays a putative role in neuronal development. Several transcript variants encoding proteins which vary in the N-terminus have been described. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000169926.11|KLF13	63	1084.860537	3037.745939	1952.885402	unknown	KLF13 belongs to a family of transcription factors that contain 3 classical zinc finger DNA-binding domains consisting of a zinc atom tetrahedrally coordinated by 2 cysteines and 2 histidines (C2H2 motif). These transcription factors bind to GC-rich sequences and related GT and CACCC boxes (Scohy et al., 2000 [PubMed 11087666]).[supplied by OMIM, Mar 2008].	non_cancer
ENSG00000163072.16|NOSTRIN	64	1075.689891	2797.006682	1721.316791	unknown	Nitric oxide (NO) is a potent mediator in biologic processes such as neurotransmission, inflammatory response, and vascular homeostasis. NOSTRIN binds the enzyme responsible for NO production, endothelial NO synthase (ENOS; MIM 163729), and triggers the translocation of ENOS from the plasma membrane to vesicle-like subcellular structures, thereby attenuating ENOS-dependent NO production.[supplied by OMIM, Apr 2004].	non_cancer
ENSG00000162520.15|SYNC	65	1073.211549	3278.160106	2204.948557	unknown	This gene encodes a member of the intermediate filament family which contains an N-terminal head domain, followed by a central coiled-coil region and a short C-terminal tail. The protein is highly expressed in skeletal and cardiac muscle. The protein links the dystrophin associated protein complex (DAPC) to desmin filaments in muscle and may have a structural role in striated muscle. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2009].	non_cancer
ENSG00000121671.12|CRY2	66	1047.442954	3372.012765	2324.569812	unknown	This gene encodes a flavin adenine dinucleotide-binding protein that is a key component of the circadian core oscillator complex, which regulates the circadian clock. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene have been associated with altered sleep patterns. The encoded protein is widely conserved across plants and animals. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2014].	non_cancer
ENSG00000148848.14|ADAM12	67	1032.738224	2732.741010	1700.002786	unknown	This gene encodes a member of a family of proteins that are structurally related to snake venom disintegrins and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. Expression of this gene has been used as a maternal serum marker for pre-natal development. Alternative splicing results in multiple transcript variants encoding different isoforms. Shorter isoforms are secreted, while longer isoforms are membrane-bound form. [provided by RefSeq, Jan 2014].	non_cancer
ENSG00000164237.9|CMBL	68	1009.592055	2715.439066	1705.847012	unknown	CMBL (EC 3.1.1.45) is a cysteine hydrolase of the dienelactone hydrolase family that is highly expressed in liver cytosol. CMBL preferentially cleaves cyclic esters, and it activates medoxomil-ester prodrugs in which the medoxomil moiety is linked to an oxygen atom (Ishizuka et al., 2010 [PubMed 20177059]).[supplied by OMIM, Apr 2010].	non_cancer
ENSG00000143149.12|ALDH9A1	69	1006.240803	2756.573438	1750.332635	unknown	This protein belongs to the aldehyde dehydrogenase family of proteins. It has a high activity for oxidation of gamma-aminobutyraldehyde and other amino aldehydes. The enzyme catalyzes the dehydrogenation of gamma-aminobutyraldehyde to gamma-aminobutyric acid (GABA). This isozyme is a tetramer of identical 54-kD subunits. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000048471.14|SNX29	70	1003.883935	3783.859131	2779.975196	unknown	Predicted to enable phosphatidylinositol binding activity. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000164442.10|CITED2	71	1002.802809	2156.871292	1154.068483	unknown	The protein encoded by this gene inhibits transactivation of HIF1A-induced genes by competing with binding of hypoxia-inducible factor 1-alpha to p300-CH1. Mutations in this gene are a cause of cardiac septal defects. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012].	non_cancer
ENSG00000168385.18|SEPTIN2	72	992.326801	3714.269870	2721.943069	unknown	Enables identical protein binding activity. Predicted to be involved in several processes, including cilium assembly; regulation of exocytosis; and smoothened signaling pathway. Predicted to act upstream of or within regulation of L-glutamate import across plasma membrane and regulation of protein localization. Located in several cellular components, including cytoskeleton; photoreceptor connecting cilium; and sperm annulus. Part of septin complex. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000107372.13|ZFAND5	73	991.624168	2832.701349	1841.077181	unknown	Predicted to enable DNA binding activity and zinc ion binding activity. Predicted to act upstream of or within several processes, including face development; fibroblast migration; and platelet-derived growth factor receptor signaling pathway. Predicted to be located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000167178.16|ISLR2	74	974.520526	2481.370911	1506.850385	unknown	Predicted to be involved in positive regulation of axon extension. Predicted to be located in plasma membrane. Predicted to be integral component of membrane. Predicted to be active in cell surface. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000162614.19|NEXN	75	973.835591	2582.076913	1608.241322	unknown	This gene encodes a filamentous actin-binding protein that may function in cell adhesion and migration. Mutations in this gene have been associated with dilated cardiomyopathy, also known as CMD1CC. Alternatively spliced transcript variants have been described.[provided by RefSeq, Feb 2010].	non_cancer
ENSG00000166619.15|BLCAP	76	965.703262	2048.638060	1082.934798	unknown	This gene encodes a protein that reduces cell growth by stimulating apoptosis. Alternative splicing and the use of alternative promoters result in multiple transcript variants encoding the same protein. This gene is imprinted in brain where different transcript variants are expressed from each parental allele. Transcript variants initiating from the upstream promoter are expressed preferentially from the maternal allele, while transcript variants initiating downstream of the interspersed NNAT gene (GeneID:4826) are expressed from the paternal allele. Transcripts at this locus may also undergo A to I editing, resulting in amino acid changes at three positions in the N-terminus of the protein. [provided by RefSeq, Nov 2015].	non_cancer
ENSG00000198752.11|CDC42BPB	77	962.934424	3812.491807	2849.557382	unknown	This gene encodes a member of the serine/threonine protein kinase family. The encoded protein contains a Cdc42/Rac-binding p21 binding domain resembling that of PAK kinase. The kinase domain of this protein is most closely related to that of myotonic dystrophy kinase-related ROK. Studies of the similar gene in rat suggested that this kinase may act as a downstream effector of Cdc42 in cytoskeletal reorganization. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000140284.11|SLC27A2	78	957.569890	2269.707929	1312.138039	unknown	The protein encoded by this gene is an isozyme of long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme activates long-chain, branched-chain and very-long-chain fatty acids containing 22 or more carbons to their CoA derivatives. It is expressed primarily in liver and kidney, and is present in both endoplasmic reticulum and peroxisomes, but not in mitochondria. Its decreased peroxisomal enzyme activity is in part responsible for the biochemical pathology in X-linked adrenoleukodystrophy. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2009].	non_cancer
ENSG00000143252.16|SDHC	79	954.071802	2559.189238	1605.117435	unknown	This gene encodes one of four nuclear-encoded subunits that comprise succinate dehydrogenase, also known as mitochondrial complex II, a key enzyme complex of the tricarboxylic acid cycle and aerobic respiratory chains of mitochondria. The encoded protein is one of two integral membrane proteins that anchor other subunits of the complex, which form the catalytic core, to the inner mitochondrial membrane. There are several related pseudogenes for this gene on different chromosomes. Mutations in this gene have been associated with paragangliomas. Alternatively spliced transcript variants have been described. [provided by RefSeq, May 2013].	non_cancer
ENSG00000144711.16|IQSEC1	80	949.164657	3372.479190	2423.314534	unknown	Predicted to enable protein kinase binding activity. Predicted to be involved in several processes, including positive regulation of focal adhesion disassembly; positive regulation of keratinocyte migration; and regulation of postsynaptic neurotransmitter receptor internalization. Located in nucleolus. Implicated in intellectual developmental disorder with short stature and behavioral abnormalities. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000100100.13|PIK3IP1	81	940.163065	2644.816440	1704.653375	unknown	Enables phosphatidylinositol 3-kinase catalytic subunit binding activity. Involved in negative regulation of phosphatidylinositol 3-kinase activity and negative regulation of phosphatidylinositol 3-kinase signaling. Predicted to be located in plasma membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000137274.13|BPHL	82	927.900909	2552.192810	1624.291901	unknown	This gene encodes a member of the serine protease family of hydrolytic enzymes which contain a serine in their active site. The encoded protein may play a role in activation of the antiviral prodrug valacyclovir. Alternatively spliced transcript variants have been described.[provided by RefSeq, Jan 2009].	non_cancer
ENSG00000112320.12|SOBP	83	916.090129	2249.084269	1332.994140	unknown	The protein encoded by this gene is a nuclear zinc finger protein that is involved in development of the cochlea. Defects in this gene have also been linked to intellectual disability. [provided by RefSeq, Mar 2011].	non_cancer
ENSG00000173692.14|PSMD1	84	908.870093	2974.608701	2065.738608	unknown	The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes the largest non-ATPase subunit of the 19S regulator lid, which is responsible for substrate recognition and binding. There is evidence that this proteasome and its subunits interact with viral proteins, including those of coronaviruses. Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Aug 2020].	non_cancer
ENSG00000108799.13|EZH1	85	906.623801	3442.279287	2535.655486	unknown	EZH1 is a component of a noncanonical Polycomb repressive complex-2 (PRC2) that mediates methylation of histone H3 (see MIM 602812) lys27 (H3K27) and functions in the maintenance of embryonic stem cell pluripotency and plasticity (Shen et al., 2008 [PubMed 19026780]).[supplied by OMIM, Mar 2009].	non_cancer
ENSG00000134201.12|GSTM5	86	894.328039	1875.694837	981.366798	unknown	Cytosolic and membrane-bound forms of glutathione S-transferase are encoded by two distinct supergene families. At present, eight distinct classes of the soluble cytoplasmic mammalian glutathione S-transferases have been identified: alpha, kappa, mu, omega, pi, sigma, theta and zeta. This gene encodes a glutathione S-transferase that belongs to the mu class. The mu class of enzymes functions in the detoxification of electrophilic compounds, including carcinogens, therapeutic drugs, environmental toxins and products of oxidative stress, by conjugation with glutathione. The genes encoding the mu class of enzymes are organized in a gene cluster on chromosome 1p13.3 and are known to be highly polymorphic. These genetic variations can change an individual's susceptibility to carcinogens and toxins as well as affect the toxicity and efficacy of certain drugs. Diversification of these genes has occurred in regions encoding substrate-binding domains, as well as in tissue expression patterns, to accommodate an increasing number of foreign compounds. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000178761.15|FAM219B	87	892.512250	3503.800735	2611.288485	unknown		non_cancer
ENSG00000020181.18|ADGRA2	88	889.714148	3029.533418	2139.819270	unknown	Predicted to enable G protein-coupled receptor activity. Involved in positive regulation of canonical Wnt signaling pathway. Part of Wnt signalosome. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000116237.16|ICMT	89	877.913702	2891.202930	2013.289228	unknown	This gene encodes the third of three enzymes that posttranslationally modify isoprenylated C-terminal cysteine residues in certain proteins and target those proteins to the cell membrane. This enzyme localizes to the endoplasmic reticulum. Alternative splicing may result in other transcript variants, but the biological validity of those transcripts has not been determined. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000165678.21|GHITM	90	877.006237	2698.755915	1821.749678	unknown	Involved in inner mitochondrial membrane organization and negative regulation of release of cytochrome c from mitochondria. Located in mitochondrion. Is integral component of mitochondrial inner membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000175183.10|CSRP2	91	874.856331	2079.195501	1204.339170	unknown	CSRP2 is a member of the CSRP family of genes, encoding a group of LIM domain proteins, which may be involved in regulatory processes important for development and cellular differentiation. CRP2 contains two copies of the cysteine-rich amino acid sequence motif (LIM) with putative zinc-binding activity, and may be involved in regulating ordered cell growth. Other genes in the family include CSRP1 and CSRP3. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014].	non_cancer
ENSG00000122783.17|CYREN	92	865.652901	2860.672899	1995.019999	unknown	Involved in double-strand break repair via nonhomologous end joining and negative regulation of double-strand break repair via nonhomologous end joining. Located in cytoplasm and nucleus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000180660.8|MAB21L1	93	860.361807	2603.763447	1743.401640	unknown	This gene is similar to the MAB-21 cell fate-determining gene found in C. elegans. It may be involved in eye and cerebellum development, and it has been proposed that expansion of a trinucleotide repeat region in the 5' UTR may play a role in a variety of psychiatric disorders. [provided by RefSeq, Oct 2008].	non_cancer
ENSG00000006007.12|GDE1	94	853.096605	3242.819203	2389.722597	unknown	Predicted to enable glycerophosphodiester phosphodiesterase activity; glycerophosphoinositol glycerophosphodiesterase activity; and lysophospholipase activity. Predicted to be involved in N-acylethanolamine metabolic process; ethanolamine metabolic process; and phospholipid metabolic process. Predicted to be located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000132002.9|DNAJB1	95	844.704781	1891.634823	1046.930042	unknown	This gene encodes a member of the DnaJ or Hsp40 (heat shock protein 40 kD) family of proteins. DNAJ family members are characterized by a highly conserved amino acid stretch called the 'J-domain' and function as one of the two major classes of molecular chaperones involved in a wide range of cellular events, such as protein folding and oligomeric protein complex assembly. The encoded protein is a molecular chaperone that stimulates the ATPase activity of Hsp70 heat-shock proteins in order to promote protein folding and prevent misfolded protein aggregation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015].	non_cancer
ENSG00000131373.15|HACL1	96	838.459880	2695.503053	1857.043173	unknown	Enables several functions, including 2-hydroxy-3-methylhexadecanoyl-CoA lyase activity; ATP binding activity; and cation binding activity. Involved in fatty acid alpha-oxidation; phytanic acid metabolic process; and protein targeting to peroxisome. Located in nucleoplasm and peroxisome. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000149577.16|SIDT2	97	833.349843	3004.371977	2171.022134	unknown	Predicted to enable several functions, including AP-1 adaptor complex binding activity; AP-2 adaptor complex binding activity; and RNA transmembrane transporter activity. Involved in RNA transport. Located in lysosomal membrane and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000163812.15|ZDHHC3	98	825.938792	3099.266598	2273.327807	unknown	Enables palmitoyltransferase activity. Involved in several processes, including TRAIL-activated apoptotic signaling pathway; protein localization to membrane; and protein localization to photoreceptor outer segment. Located in Golgi apparatus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000088367.23|EPB41L1	99	825.563300	2555.469691	1729.906391	unknown	Erythrocyte membrane protein band 4.1 (EPB41) is a multifunctional protein that mediates interactions between the erythrocyte cytoskeleton and the overlying plasma membrane. The encoded protein binds and stabilizes D2 and D3 dopamine receptors at the neuronal plasma membrane. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2015].	non_cancer
ENSG00000197594.13|ENPP1	100	810.714744	2633.931182	1823.216437	unknown	This gene is a member of the ecto-nucleotide pyrophosphatase/phosphodiesterase (ENPP) family. The encoded protein is a type II transmembrane glycoprotein comprising two identical disulfide-bonded subunits. This protein has broad specificity and cleaves a variety of substrates, including phosphodiester bonds of nucleotides and nucleotide sugars and pyrophosphate bonds of nucleotides and nucleotide sugars. This protein may function to hydrolyze nucleoside 5' triphosphates to their corresponding monophosphates and may also hydrolyze diadenosine polyphosphates. Mutations in this gene have been associated with 'idiopathic' infantile arterial calcification, ossification of the posterior longitudinal ligament of the spine (OPLL), and insulin resistance. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000204103.4|MAFB	101	804.604040	2365.326655	1560.722615	unknown	The protein encoded by this gene is a basic leucine zipper (bZIP) transcription factor that plays an important role in the regulation of lineage-specific hematopoiesis. The encoded nuclear protein represses ETS1-mediated transcription of erythroid-specific genes in myeloid cells. This gene contains no introns. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000100439.10|ABHD4	102	797.339751	2311.754329	1514.414578	unknown	Predicted to enable lysophosphatidic acid acyltransferase activity and lysophospholipase activity. Predicted to be involved in N-acylphosphatidylethanolamine metabolic process; lipid homeostasis; and phosphatidic acid biosynthetic process. Predicted to act upstream of or within N-acylethanolamine metabolic process. Predicted to be located in endoplasmic reticulum membrane. Predicted to be active in lipid droplet and mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000182575.8|NXPH3	103	794.948351	2369.462377	1574.514026	unknown	Predicted to enable signaling receptor binding activity. Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000198732.11|SMOC1	104	783.853227	1683.521323	899.668096	unknown	This gene encodes a multi-domain secreted protein that may have a critical role in ocular and limb development. Mutations in this gene are associated with microphthalmia and limb anomalies. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2011].	non_cancer
ENSG00000110955.9|ATP5F1B	105	779.363420	2327.408302	1548.044883	unknown	This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the beta subunit of the catalytic core. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000133026.13|MYH10	106	776.390894	3259.231133	2482.840239	unknown	This gene encodes a member of the myosin superfamily. The protein represents a conventional non-muscle myosin; it should not be confused with the unconventional myosin-10 (MYO10). Myosins are actin-dependent motor proteins with diverse functions including regulation of cytokinesis, cell motility, and cell polarity. Mutations in this gene have been associated with May-Hegglin anomaly and developmental defects in brain and heart. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2011].	non_cancer
ENSG00000131831.18|RAI2	107	770.158661	2667.512554	1897.353893	unknown	Retinoic acid plays a critical role in development, cellular growth, and differentiation. The specific function of this retinoic acid-induced gene has not yet been determined but it may play a role in development. The chromosomal location of this gene designates it to be a candidate for diseases such as Nance-Horan syndrome, sensorineural deafness, non-specific X-linked cognitive disability, oral-facial-digital syndrome, and Fried syndrome. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Feb 2010].	non_cancer
ENSG00000101098.13|RIMS4	108	762.362548	2298.579319	1536.216771	unknown	Predicted to enable transmembrane transporter binding activity. Predicted to be involved in regulation of membrane potential; regulation of synapse organization; and regulation of synaptic vesicle exocytosis. Predicted to be located in synaptic membrane. Predicted to be active in glutamatergic synapse. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000170522.10|ELOVL6	109	761.546780	1891.259598	1129.712818	unknown	Fatty acid elongases (EC 6.2.1.3), such as ELOVL6, use malonyl-CoA as a 2-carbon donor in the first and rate-limiting step of fatty acid elongation (Moon et al., 2001 [PubMed 11567032]).[supplied by OMIM, Mar 2008].	non_cancer
ENSG00000205795.4|CYS1	110	759.943828	2022.361922	1262.418094	unknown	Predicted to enable chromatin binding activity and transcription corepressor activity. Predicted to act upstream of or within animal organ development and regulation of transcription, DNA-templated. Predicted to be located in cytoskeleton; membrane raft; and nucleus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000109919.10|MTCH2	111	757.803084	2395.314587	1637.511503	unknown	This gene encodes a member of the SLC25 family of nuclear-encoded transporters that are localized in the inner mitochondrial membrane. Members of this superfamily are involved in many metabolic pathways and cell functions. Genome-wide association studies in human have identified single-nucleotide polymorphisms in several loci associated with obesity. This gene is one such locus, which is highly expressed in white adipose tissue and adipocytes, and thought to play a regulatory role in adipocyte differentiation and biology. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. A recent study showed this gene to be an authentic stop codon readthrough target that can produce two isoforms from the same mRNA by use of alternative in-frame translation termination codons. [provided by RefSeq, Dec 2017].	non_cancer
ENSG00000166780.11|BMERB1	112	757.436502	2542.473168	1785.036666	unknown	Predicted to act upstream of or within negative regulation of cell motility involved in cerebral cortex radial glia guided migration and negative regulation of microtubule depolymerization. Predicted to be located in microtubule cytoskeleton. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000165801.10|ARHGEF40	113	755.403067	3082.458240	2327.055174	unknown	This gene encodes a protein similar to guanosine nucleotide exchange factors for Rho GTPases. The encoded protein contains in its C-terminus a GEF domain involved in exchange activity and a pleckstrin homology domain. Alternatively spliced transcripts that encode different proteins have been described. [provided by RefSeq, Mar 2014].	non_cancer
ENSG00000166340.17|TPP1	114	751.053164	2805.217668	2054.164504	unknown	This gene encodes a member of the sedolisin family of serine proteases. The protease functions in the lysosome to cleave N-terminal tripeptides from substrates, and has weaker endopeptidase activity. It is synthesized as a catalytically-inactive enzyme which is activated and auto-proteolyzed upon acidification. Mutations in this gene result in late-infantile neuronal ceroid lipofuscinosis, which is associated with the failure to degrade specific neuropeptides and a subunit of ATP synthase in the lysosome. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000114019.15|AMOTL2	115	745.656890	2925.741552	2180.084663	unknown	Angiomotin is a protein that binds angiostatin, a circulating inhibitor of the formation of new blood vessels (angiogenesis). Angiomotin mediates angiostatin inhibition of endothelial cell migration and tube formation in vitro. The protein encoded by this gene is related to angiomotin and is a member of the motin protein family. Alternative splicing results in multiple transcript variants of this gene. [provided by RefSeq, Jul 2013].	non_cancer
ENSG00000071242.12|RPS6KA2	116	744.445936	2853.599783	2109.153847	unknown	This gene encodes a member of the RSK (ribosomal S6 kinase) family of serine/threonine kinases. This kinase contains two non-identical kinase catalytic domains and phosphorylates various substrates, including members of the mitogen-activated kinase (MAPK) signalling pathway. The activity of this protein has been implicated in controlling cell growth and differentiation. Alternative splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jan 2016].	non_cancer
ENSG00000116171.19|SCP2	117	743.902933	2952.399501	2208.496568	unknown	This gene encodes two proteins: sterol carrier protein X (SCPx) and sterol carrier protein 2 (SCP2), as a result of transcription initiation from 2 independently regulated promoters. The transcript initiated from the proximal promoter encodes the longer SCPx protein, and the transcript initiated from the distal promoter encodes the shorter SCP2 protein, with the 2 proteins sharing a common C-terminus. Evidence suggests that the SCPx protein is a peroxisome-associated thiolase that is involved in the oxidation of branched chain fatty acids, while the SCP2 protein is thought to be an intracellular lipid transfer protein. This gene is highly expressed in organs involved in lipid metabolism, and may play a role in Zellweger syndrome, in which cells are deficient in peroxisomes and have impaired bile acid synthesis. Alternative splicing of this gene produces multiple transcript variants, some encoding different isoforms.[provided by RefSeq, Aug 2010].	non_cancer
ENSG00000114054.14|PCCB	118	743.290651	2431.683560	1688.392909	unknown	The protein encoded by this gene is a subunit of the propionyl-CoA carboxylase (PCC) enzyme, which is involved in the catabolism of propionyl-CoA. PCC is a mitochondrial enzyme that probably acts as a dodecamer of six alpha subunits and six beta subunits. This gene encodes the beta subunit of PCC. Defects in this gene are a cause of propionic acidemia type II (PA-2). Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, May 2010].	non_cancer
ENSG00000159307.19|SCUBE1	119	736.575931	2133.956741	1397.380810	unknown	This gene encodes a cell surface glycoprotein that is a member of the SCUBE (signal peptide, CUB domain, EGF (epidermal growth factor)-like protein) family. Family members have an amino-terminal signal peptide, nine copies of EGF-like repeats and a CUB domain at the carboxyl terminus. This protein is expressed in platelets and endothelial cells and may play an important role in vascular biology. [provided by RefSeq, Oct 2011].	non_cancer
ENSG00000239998.6|LILRA2	120	730.188953	2368.705771	1638.516818	unknown	This gene encodes a member of a family of immunoreceptors that are expressed predominantly on monocytes and B cells, and at lower levels on dendritic cells and natural killer cells. The encoded protein is an activating receptor that inhibits dendritic cell differentiation and antigen presentation and suppresses innate immune response. Alternatively spliced transcript variants encoding different isoforms have been found. This gene is located in a cluster of related genes on chromosome 19 and there is a pseudogene for this gene on chromosome 3. [provided by RefSeq, Mar 2014].	non_cancer
ENSG00000065060.17|UHRF1BP1	121	726.594884	3551.384141	2824.789257	unknown	not found	non_cancer
ENSG00000145147.20|SLIT2	122	717.688131	3224.678139	2506.990007	unknown	This gene encodes a member of the slit family of secreted glycoproteins, which are ligands for the Robo family of immunoglobulin receptors. Slit proteins play highly conserved roles in axon guidance and neuronal migration and may also have functions during other cell migration processes including leukocyte migration. Members of the slit family are characterized by an N-terminal signal peptide, four leucine-rich repeats, nine epidermal growth factor repeats, and a C-terminal cysteine knot. Proteolytic processing of this protein gives rise to an N-terminal fragment that contains the four leucine-rich repeats and five epidermal growth factor repeats and a C-terminal fragment that contains four epidermal growth factor repeats and the cysteine knot. Both full length and cleaved proteins are secreted extracellularly and can function in axon repulsion as well as other specific processes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015].	non_cancer
ENSG00000076716.9|GPC4	123	715.846814	2088.174047	1372.327233	unknown	Cell surface heparan sulfate proteoglycans are composed of a membrane-associated protein core substituted with a variable number of heparan sulfate chains. Members of the glypican-related integral membrane proteoglycan family (GRIPS) contain a core protein anchored to the cytoplasmic membrane via a glycosyl phosphatidylinositol linkage.  These proteins may play a role in the control of cell division and growth regulation.  The GPC4 gene is adjacent to the 3' end of GPC3 and may also play a role in Simpson-Golabi-Behmel syndrome. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000177076.6|ACER2	124	715.787699	3685.480343	2969.692644	unknown	The sphingolipid metabolite sphingosine-1-phosphate promotes cell proliferation and survival, whereas its precursor, sphingosine, has the opposite effect. The ceramidase ACER2 hydrolyzes very long chain ceramides to generate sphingosine (Xu et al., 2006 [PubMed 16940153]).[supplied by OMIM, Jul 2010].	non_cancer
